CAT,Day_of_month,Month_of_year,Day_Segment,Longitude,Latitude,Year,Count
VIOLENCE,22,3,0,-122.397,37.794,1,1
VIOLENCE,22,3,0,-122.392,37.792,1,1
VIOLENCE,22,3,1,-122.488,37.764,1,1
VIOLENCE,22,3,1,-122.485,37.738,1,1
VIOLENCE,22,3,1,-122.484,37.773,1,1
VIOLENCE,22,3,1,-122.478,37.719,2,2
VIOLENCE,22,3,1,-122.476,37.718,1,1
VIOLENCE,22,3,1,-122.468,37.742,1,1
VIOLENCE,22,3,1,-122.468,37.783,1,1
VIOLENCE,22,3,1,-122.463,37.709,1,1
VIOLENCE,22,3,1,-122.448,37.781,1,1
VIOLENCE,22,3,1,-122.448,37.782,1,1
VIOLENCE,22,3,1,-122.448,37.789,1,1
VIOLENCE,22,3,1,-122.445,37.725,1,1
VIOLENCE,22,3,1,-122.441,37.716,1,1
VIOLENCE,22,3,1,-122.439,37.72,1,1
VIOLENCE,22,3,1,-122.433,37.786,1,1
VIOLENCE,22,3,1,-122.432,37.749,1,1
VIOLENCE,22,3,1,-122.432,37.761,2,2
VIOLENCE,22,3,1,-122.432,37.775,1,1
VIOLENCE,22,3,1,-122.43,37.779,2,2
VIOLENCE,22,3,1,-122.427,37.761,1,1
VIOLENCE,22,3,1,-122.422,37.743,1,1
VIOLENCE,22,3,1,-122.421,37.743,3,3
VIOLENCE,22,3,1,-122.421,37.754,1,1
VIOLENCE,22,3,1,-122.42,37.751,1,1
VIOLENCE,22,3,1,-122.42,37.757,1,1
VIOLENCE,22,3,1,-122.42,37.774,1,1
VIOLENCE,22,3,1,-122.419,37.784,2,2
VIOLENCE,22,3,1,-122.418,37.788,1,1
VIOLENCE,22,3,1,-122.415,37.765,2,2
VIOLENCE,22,3,1,-122.414,37.756,1,1
VIOLENCE,22,3,1,-122.413,37.768,1,1
VIOLENCE,22,3,1,-122.413,37.774,1,1
VIOLENCE,22,3,1,-122.413,37.781,1,1
VIOLENCE,22,3,1,-122.41,37.783,2,2
VIOLENCE,22,3,1,-122.41,37.786,1,1
VIOLENCE,22,3,1,-122.409,37.781,1,1
VIOLENCE,22,3,1,-122.408,37.754,1,1
VIOLENCE,22,3,1,-122.407,37.783,1,1
VIOLENCE,22,3,1,-122.406,37.752,1,1
VIOLENCE,22,3,1,-122.406,37.783,1,1
VIOLENCE,22,3,1,-122.405,37.764,1,1
VIOLENCE,22,3,1,-122.403,37.765,1,1
VIOLENCE,22,3,1,-122.403,37.775,1,1
VIOLENCE,22,3,1,-122.403,37.785,1,1
VIOLENCE,22,3,1,-122.402,37.786,1,1
VIOLENCE,22,3,1,-122.401,37.791,1,1
VIOLENCE,22,3,1,-122.397,37.752,1,1
VIOLENCE,22,3,1,-122.394,37.787,1,1
VIOLENCE,22,3,1,-122.393,37.786,1,1
VIOLENCE,22,3,1,-122.392,37.736,2,2
VIOLENCE,22,3,1,-122.391,37.773,3,3
VIOLENCE,22,3,2,-122.467,37.713,1,1
VIOLENCE,22,3,2,-122.461,37.786,1,1
VIOLENCE,22,3,2,-122.447,37.712,1,1
VIOLENCE,22,3,2,-122.446,37.776,1,1
VIOLENCE,22,3,2,-122.443,37.789,1,1
VIOLENCE,22,3,2,-122.44,37.773,1,1
VIOLENCE,22,3,2,-122.439,37.776,1,1
VIOLENCE,22,3,2,-122.433,37.784,1,1
VIOLENCE,22,3,2,-122.432,37.767,1,1
VIOLENCE,22,3,2,-122.432,37.779,1,1
VIOLENCE,22,3,2,-122.431,37.783,1,1
VIOLENCE,22,3,2,-122.423,37.777,1,1
VIOLENCE,22,3,2,-122.422,37.725,1,1
VIOLENCE,22,3,2,-122.422,37.763,1,1
VIOLENCE,22,3,2,-122.422,37.78,1,1
VIOLENCE,22,3,2,-122.421,37.785,1,1
VIOLENCE,22,3,2,-122.421,37.786,2,2
VIOLENCE,22,3,2,-122.42,37.763,2,2
VIOLENCE,22,3,2,-122.42,37.768,1,1
VIOLENCE,22,3,2,-122.419,37.748,2,2
VIOLENCE,22,3,2,-122.419,37.763,2,2
VIOLENCE,22,3,2,-122.416,37.75,1,1
VIOLENCE,22,3,2,-122.416,37.764,1,1
VIOLENCE,22,3,2,-122.415,37.786,1,1
VIOLENCE,22,3,2,-122.415,37.79,1,1
VIOLENCE,22,3,2,-122.414,37.765,1,1
VIOLENCE,22,3,2,-122.412,37.732,2,2
VIOLENCE,22,3,2,-122.412,37.784,1,1
VIOLENCE,22,3,2,-122.411,37.784,1,1
VIOLENCE,22,3,2,-122.408,37.78,1,1
VIOLENCE,22,3,2,-122.408,37.782,1,1
VIOLENCE,22,3,2,-122.408,37.788,1,1
VIOLENCE,22,3,2,-122.408,37.798,1,1
VIOLENCE,22,3,2,-122.407,37.756,2,2
VIOLENCE,22,3,2,-122.407,37.773,1,1
VIOLENCE,22,3,2,-122.405,37.779,1,1
VIOLENCE,22,3,2,-122.405,37.786,1,1
VIOLENCE,22,3,2,-122.403,37.787,1,1
VIOLENCE,22,3,2,-122.398,37.751,1,1
VIOLENCE,22,3,2,-122.397,37.719,1,1
VIOLENCE,22,3,2,-122.397,37.731,1,1
VIOLENCE,22,3,2,-122.396,37.754,1,1
VIOLENCE,22,3,2,-122.396,37.787,1,1
VIOLENCE,22,3,2,-122.393,37.729,1,1
VIOLENCE,22,4,0,-122.493,37.76,1,1
VIOLENCE,22,4,0,-122.477,37.764,2,2
VIOLENCE,22,4,0,-122.46,37.722,1,1
VIOLENCE,22,4,0,-122.442,37.774,1,1
VIOLENCE,22,4,0,-122.435,37.78,2,2
VIOLENCE,22,4,0,-122.432,37.786,1,1
VIOLENCE,22,4,0,-122.429,37.771,1,1
VIOLENCE,22,4,0,-122.425,37.759,1,1
VIOLENCE,22,4,0,-122.422,37.782,2,2
VIOLENCE,22,4,0,-122.421,37.745,1,1
VIOLENCE,22,4,0,-122.416,37.777,1,1
VIOLENCE,22,4,0,-122.411,37.776,1,1
VIOLENCE,22,4,0,-122.41,37.772,1,1
VIOLENCE,22,4,0,-122.407,37.78,1,1
VIOLENCE,22,4,0,-122.403,37.775,2,2
VIOLENCE,22,4,0,-122.4,37.749,1,1
VIOLENCE,22,4,1,-122.479,37.78,2,2
VIOLENCE,22,4,1,-122.467,37.781,1,1
VIOLENCE,22,4,1,-122.465,37.714,1,1
VIOLENCE,22,4,1,-122.458,37.771,1,1
VIOLENCE,22,4,1,-122.45,37.773,1,1
VIOLENCE,22,4,1,-122.436,37.766,1,1
VIOLENCE,22,4,1,-122.436,37.78,1,1
VIOLENCE,22,4,1,-122.43,37.774,1,1
VIOLENCE,22,4,1,-122.428,37.763,4,4
VIOLENCE,22,4,1,-122.42,37.766,2,2
VIOLENCE,22,4,1,-122.419,37.756,2,2
VIOLENCE,22,4,1,-122.419,37.762,2,2
VIOLENCE,22,4,1,-122.419,37.773,1,1
VIOLENCE,22,4,1,-122.418,37.749,1,1
VIOLENCE,22,4,1,-122.414,37.786,1,1
VIOLENCE,22,4,1,-122.413,37.784,1,1
VIOLENCE,22,4,1,-122.413,37.785,1,1
VIOLENCE,22,4,1,-122.41,37.766,2,2
VIOLENCE,22,4,1,-122.409,37.75,1,1
VIOLENCE,22,4,1,-122.408,37.784,1,1
VIOLENCE,22,4,1,-122.408,37.794,2,2
VIOLENCE,22,4,1,-122.407,37.764,1,1
VIOLENCE,22,4,1,-122.407,37.787,1,1
VIOLENCE,22,4,1,-122.405,37.79,1,1
VIOLENCE,22,4,1,-122.402,37.724,1,1
VIOLENCE,22,4,1,-122.394,37.726,1,1
VIOLENCE,22,4,2,-122.504,37.778,1,1
VIOLENCE,22,4,2,-122.502,37.763,1,1
VIOLENCE,22,4,2,-122.5,37.764,1,1
VIOLENCE,22,4,2,-122.473,37.713,1,1
VIOLENCE,22,4,2,-122.435,37.763,1,1
VIOLENCE,22,4,2,-122.431,37.709,1,1
VIOLENCE,22,4,2,-122.431,37.765,1,1
VIOLENCE,22,4,2,-122.428,37.763,1,1
VIOLENCE,22,4,2,-122.422,37.764,2,2
VIOLENCE,22,4,2,-122.421,37.74,1,1
VIOLENCE,22,4,2,-122.418,37.761,1,1
VIOLENCE,22,4,2,-122.418,37.784,1,1
VIOLENCE,22,4,2,-122.417,37.759,1,1
VIOLENCE,22,4,2,-122.416,37.775,1,1
VIOLENCE,22,4,2,-122.413,37.792,1,1
VIOLENCE,22,4,2,-122.41,37.784,1,1
VIOLENCE,22,4,2,-122.407,37.709,1,1
VIOLENCE,22,4,2,-122.407,37.787,1,1
VIOLENCE,22,4,2,-122.403,37.775,2,2
VIOLENCE,22,4,2,-122.403,37.796,2,2
VIOLENCE,22,5,0,-122.487,37.773,1,1
VIOLENCE,22,5,0,-122.481,37.744,2,2
VIOLENCE,22,5,0,-122.477,37.734,1,1
VIOLENCE,22,5,0,-122.467,37.766,1,1
VIOLENCE,22,5,0,-122.464,37.754,1,1
VIOLENCE,22,5,0,-122.447,37.782,1,1
VIOLENCE,22,5,0,-122.426,37.788,1,1
VIOLENCE,22,5,0,-122.42,37.784,3,3
VIOLENCE,22,5,0,-122.419,37.764,1,1
VIOLENCE,22,5,0,-122.417,37.78,1,1
VIOLENCE,22,5,0,-122.411,37.769,1,1
VIOLENCE,22,5,0,-122.41,37.732,2,2
VIOLENCE,22,5,0,-122.41,37.795,1,1
VIOLENCE,22,5,0,-122.405,37.779,2,2
VIOLENCE,22,5,0,-122.405,37.793,1,1
VIOLENCE,22,5,0,-122.403,37.775,4,4
VIOLENCE,22,5,0,-122.399,37.782,1,1
VIOLENCE,22,5,0,-122.396,37.754,1,1
VIOLENCE,22,5,1,-122.502,37.764,1,1
VIOLENCE,22,5,1,-122.453,37.723,1,1
VIOLENCE,22,5,1,-122.447,37.782,1,1
VIOLENCE,22,5,1,-122.442,37.784,1,1
VIOLENCE,22,5,1,-122.43,37.785,1,1
VIOLENCE,22,5,1,-122.426,37.769,1,1
VIOLENCE,22,5,1,-122.423,37.71,2,2
VIOLENCE,22,5,1,-122.422,37.775,1,1
VIOLENCE,22,5,1,-122.421,37.765,1,1
VIOLENCE,22,5,1,-122.42,37.766,1,1
VIOLENCE,22,5,1,-122.42,37.77,1,1
VIOLENCE,22,5,1,-122.412,37.779,1,1
VIOLENCE,22,5,1,-122.41,37.725,1,1
VIOLENCE,22,5,1,-122.407,37.739,1,1
VIOLENCE,22,5,1,-122.406,37.787,1,1
VIOLENCE,22,5,1,-122.405,37.778,1,1
VIOLENCE,22,5,1,-122.405,37.779,1,1
VIOLENCE,22,5,1,-122.405,37.786,1,1
VIOLENCE,22,5,1,-122.399,37.797,1,1
VIOLENCE,22,5,1,-122.393,37.729,1,1
VIOLENCE,22,5,2,-122.501,37.764,1,1
VIOLENCE,22,5,2,-122.487,37.742,1,1
VIOLENCE,22,5,2,-122.474,37.716,1,1
VIOLENCE,22,5,2,-122.451,37.71,1,1
VIOLENCE,22,5,2,-122.426,37.72,1,1
VIOLENCE,22,5,2,-122.426,37.726,1,1
VIOLENCE,22,5,2,-122.423,37.781,1,1
VIOLENCE,22,5,2,-122.422,37.773,1,1
VIOLENCE,22,5,2,-122.419,37.756,1,1
VIOLENCE,22,5,2,-122.419,37.775,1,1
VIOLENCE,22,5,2,-122.419,37.788,1,1
VIOLENCE,22,5,2,-122.415,37.782,1,1
VIOLENCE,22,5,2,-122.414,37.785,3,3
VIOLENCE,22,5,2,-122.413,37.746,1,1
VIOLENCE,22,5,2,-122.411,37.757,1,1
VIOLENCE,22,5,2,-122.408,37.789,1,1
VIOLENCE,22,5,2,-122.407,37.756,2,2
VIOLENCE,22,5,2,-122.407,37.766,2,2
VIOLENCE,22,5,2,-122.406,37.766,2,2
VIOLENCE,22,5,2,-122.405,37.786,1,1
VIOLENCE,22,5,2,-122.404,37.751,1,1
VIOLENCE,22,5,2,-122.404,37.753,2,2
VIOLENCE,22,5,2,-122.402,37.758,1,1
VIOLENCE,22,6,0,-122.483,37.719,1,1
VIOLENCE,22,6,0,-122.454,37.714,2,2
VIOLENCE,22,6,0,-122.451,37.769,1,1
VIOLENCE,22,6,0,-122.436,37.768,1,1
VIOLENCE,22,6,0,-122.431,37.763,1,1
VIOLENCE,22,6,0,-122.431,37.779,1,1
VIOLENCE,22,6,0,-122.423,37.756,1,1
VIOLENCE,22,6,0,-122.423,37.764,1,1
VIOLENCE,22,6,0,-122.423,37.773,2,2
VIOLENCE,22,6,0,-122.421,37.769,2,2
VIOLENCE,22,6,0,-122.419,37.75,1,1
VIOLENCE,22,6,0,-122.418,37.783,1,1
VIOLENCE,22,6,0,-122.414,37.781,1,1
VIOLENCE,22,6,0,-122.414,37.786,1,1
VIOLENCE,22,6,0,-122.413,37.784,1,1
VIOLENCE,22,6,0,-122.41,37.749,1,1
VIOLENCE,22,6,0,-122.41,37.773,1,1
VIOLENCE,22,6,0,-122.405,37.752,1,1
VIOLENCE,22,6,0,-122.404,37.787,1,1
VIOLENCE,22,6,0,-122.403,37.757,1,1
VIOLENCE,22,6,0,-122.403,37.775,1,1
VIOLENCE,22,6,0,-122.4,37.778,1,1
VIOLENCE,22,6,0,-122.398,37.797,1,1
VIOLENCE,22,6,0,-122.396,37.763,1,1
VIOLENCE,22,6,0,-122.395,37.786,1,1
VIOLENCE,22,6,0,-122.395,37.789,1,1
VIOLENCE,22,6,1,-122.509,37.755,2,2
VIOLENCE,22,6,1,-122.504,37.739,1,1
VIOLENCE,22,6,1,-122.497,37.731,1,1
VIOLENCE,22,6,1,-122.49,37.749,1,1
VIOLENCE,22,6,1,-122.46,37.739,1,1
VIOLENCE,22,6,1,-122.456,37.715,1,1
VIOLENCE,22,6,1,-122.431,37.776,1,1
VIOLENCE,22,6,1,-122.429,37.776,1,1
VIOLENCE,22,6,1,-122.424,37.78,1,1
VIOLENCE,22,6,1,-122.423,37.754,1,1
VIOLENCE,22,6,1,-122.418,37.795,1,1
VIOLENCE,22,6,1,-122.417,37.736,1,1
VIOLENCE,22,6,1,-122.414,37.78,1,1
VIOLENCE,22,6,1,-122.413,37.777,1,1
VIOLENCE,22,6,1,-122.408,37.784,1,1
VIOLENCE,22,6,1,-122.407,37.777,1,1
VIOLENCE,22,6,1,-122.406,37.752,1,1
VIOLENCE,22,6,1,-122.405,37.787,1,1
VIOLENCE,22,6,1,-122.403,37.775,1,1
VIOLENCE,22,6,1,-122.401,37.788,1,1
VIOLENCE,22,6,1,-122.4,37.778,1,1
VIOLENCE,22,6,2,-122.456,37.713,3,3
VIOLENCE,22,6,2,-122.444,37.783,1,1
VIOLENCE,22,6,2,-122.436,37.761,2,2
VIOLENCE,22,6,2,-122.436,37.781,1,1
VIOLENCE,22,6,2,-122.428,37.782,1,1
VIOLENCE,22,6,2,-122.424,37.736,1,1
VIOLENCE,22,6,2,-122.424,37.777,1,1
VIOLENCE,22,6,2,-122.421,37.766,2,2
VIOLENCE,22,6,2,-122.42,37.765,1,1
VIOLENCE,22,6,2,-122.417,37.76,2,2
VIOLENCE,22,6,2,-122.415,37.775,2,2
VIOLENCE,22,6,2,-122.411,37.771,1,1
VIOLENCE,22,6,2,-122.41,37.784,1,1
VIOLENCE,22,6,2,-122.408,37.785,1,1
VIOLENCE,22,6,2,-122.407,37.789,1,1
VIOLENCE,22,6,2,-122.406,37.793,1,1
VIOLENCE,22,6,2,-122.405,37.795,2,2
VIOLENCE,22,6,2,-122.402,37.788,1,1
VIOLENCE,22,6,2,-122.396,37.754,1,1
VIOLENCE,22,6,2,-122.396,37.786,1,1
VIOLENCE,22,7,0,-122.51,37.772,1,1
VIOLENCE,22,7,0,-122.505,37.744,1,1
VIOLENCE,22,7,0,-122.473,37.726,1,1
VIOLENCE,22,7,0,-122.459,37.716,1,1
VIOLENCE,22,7,0,-122.435,37.762,2,2
VIOLENCE,22,7,0,-122.429,37.781,1,1
VIOLENCE,22,7,0,-122.427,37.769,1,1
VIOLENCE,22,7,0,-122.426,37.763,1,1
VIOLENCE,22,7,0,-122.424,37.738,2,2
VIOLENCE,22,7,0,-122.424,37.778,1,1
VIOLENCE,22,7,0,-122.421,37.761,1,1
VIOLENCE,22,7,0,-122.42,37.767,1,1
VIOLENCE,22,7,0,-122.418,37.752,1,1
VIOLENCE,22,7,0,-122.415,37.761,1,1
VIOLENCE,22,7,0,-122.414,37.747,1,1
VIOLENCE,22,7,0,-122.408,37.785,2,2
VIOLENCE,22,7,0,-122.404,37.798,1,1
VIOLENCE,22,7,0,-122.401,37.78,1,1
VIOLENCE,22,7,0,-122.396,37.754,1,1
VIOLENCE,22,7,1,-122.511,37.775,1,1
VIOLENCE,22,7,1,-122.51,37.773,1,1
VIOLENCE,22,7,1,-122.457,37.71,1,1
VIOLENCE,22,7,1,-122.454,37.723,1,1
VIOLENCE,22,7,1,-122.436,37.781,1,1
VIOLENCE,22,7,1,-122.434,37.726,2,2
VIOLENCE,22,7,1,-122.431,37.779,1,1
VIOLENCE,22,7,1,-122.429,37.777,3,3
VIOLENCE,22,7,1,-122.427,37.776,1,1
VIOLENCE,22,7,1,-122.426,37.766,1,1
VIOLENCE,22,7,1,-122.421,37.711,1,1
VIOLENCE,22,7,1,-122.421,37.712,1,1
VIOLENCE,22,7,1,-122.419,37.711,1,1
VIOLENCE,22,7,1,-122.419,37.762,1,1
VIOLENCE,22,7,1,-122.419,37.765,1,1
VIOLENCE,22,7,1,-122.417,37.712,1,1
VIOLENCE,22,7,1,-122.417,37.783,1,1
VIOLENCE,22,7,1,-122.416,37.771,1,1
VIOLENCE,22,7,1,-122.416,37.786,1,1
VIOLENCE,22,7,1,-122.409,37.777,1,1
VIOLENCE,22,7,1,-122.409,37.781,1,1
VIOLENCE,22,7,1,-122.409,37.784,1,1
VIOLENCE,22,7,1,-122.409,37.786,1,1
VIOLENCE,22,7,1,-122.408,37.784,1,1
VIOLENCE,22,7,1,-122.406,37.777,1,1
VIOLENCE,22,7,1,-122.402,37.764,1,1
VIOLENCE,22,7,1,-122.402,37.789,1,1
VIOLENCE,22,7,1,-122.4,37.749,1,1
VIOLENCE,22,7,1,-122.393,37.737,1,1
VIOLENCE,22,7,2,-122.482,37.716,1,1
VIOLENCE,22,7,2,-122.481,37.782,1,1
VIOLENCE,22,7,2,-122.473,37.75,1,1
VIOLENCE,22,7,2,-122.47,37.78,2,2
VIOLENCE,22,7,2,-122.462,37.781,1,1
VIOLENCE,22,7,2,-122.459,37.711,2,2
VIOLENCE,22,7,2,-122.454,37.722,1,1
VIOLENCE,22,7,2,-122.454,37.753,2,2
VIOLENCE,22,7,2,-122.442,37.718,1,1
VIOLENCE,22,7,2,-122.432,37.786,1,1
VIOLENCE,22,7,2,-122.425,37.77,1,1
VIOLENCE,22,7,2,-122.424,37.76,1,1
VIOLENCE,22,7,2,-122.424,37.777,1,1
VIOLENCE,22,7,2,-122.423,37.776,1,1
VIOLENCE,22,7,2,-122.423,37.779,2,2
VIOLENCE,22,7,2,-122.421,37.791,1,1
VIOLENCE,22,7,2,-122.42,37.766,2,2
VIOLENCE,22,7,2,-122.42,37.77,1,1
VIOLENCE,22,7,2,-122.419,37.759,1,1
VIOLENCE,22,7,2,-122.419,37.784,1,1
VIOLENCE,22,7,2,-122.418,37.768,1,1
VIOLENCE,22,7,2,-122.418,37.785,1,1
VIOLENCE,22,7,2,-122.417,37.779,1,1
VIOLENCE,22,7,2,-122.415,37.779,1,1
VIOLENCE,22,7,2,-122.412,37.719,1,1
VIOLENCE,22,7,2,-122.409,37.776,1,1
VIOLENCE,22,7,2,-122.408,37.798,1,1
VIOLENCE,22,7,2,-122.407,37.798,1,1
VIOLENCE,22,7,2,-122.407,37.799,1,1
VIOLENCE,22,7,2,-122.405,37.753,1,1
VIOLENCE,22,7,2,-122.404,37.754,1,1
VIOLENCE,22,7,2,-122.403,37.775,1,1
VIOLENCE,22,7,2,-122.398,37.782,1,1
VIOLENCE,22,7,2,-122.397,37.754,2,2
VIOLENCE,22,7,2,-122.393,37.787,1,1
VIOLENCE,22,8,0,-122.48,37.752,1,1
VIOLENCE,22,8,0,-122.478,37.751,1,1
VIOLENCE,22,8,0,-122.477,37.781,1,1
VIOLENCE,22,8,0,-122.465,37.784,1,1
VIOLENCE,22,8,0,-122.455,37.789,1,1
VIOLENCE,22,8,0,-122.443,37.732,4,4
VIOLENCE,22,8,0,-122.429,37.767,2,2
VIOLENCE,22,8,0,-122.423,37.746,1,1
VIOLENCE,22,8,0,-122.422,37.767,1,1
VIOLENCE,22,8,0,-122.422,37.77,1,1
VIOLENCE,22,8,0,-122.422,37.777,2,2
VIOLENCE,22,8,0,-122.419,37.712,1,1
VIOLENCE,22,8,0,-122.418,37.749,2,2
VIOLENCE,22,8,0,-122.414,37.78,1,1
VIOLENCE,22,8,0,-122.414,37.785,1,1
VIOLENCE,22,8,0,-122.412,37.762,1,1
VIOLENCE,22,8,0,-122.411,37.778,1,1
VIOLENCE,22,8,0,-122.41,37.768,1,1
VIOLENCE,22,8,0,-122.41,37.783,1,1
VIOLENCE,22,8,0,-122.409,37.788,1,1
VIOLENCE,22,8,0,-122.408,37.758,1,1
VIOLENCE,22,8,0,-122.408,37.761,2,2
VIOLENCE,22,8,0,-122.407,37.756,1,1
VIOLENCE,22,8,0,-122.406,37.767,1,1
VIOLENCE,22,8,0,-122.406,37.792,1,1
VIOLENCE,22,8,0,-122.405,37.778,1,1
VIOLENCE,22,8,0,-122.399,37.771,1,1
VIOLENCE,22,8,0,-122.394,37.725,1,1
VIOLENCE,22,8,0,-122.392,37.734,2,2
VIOLENCE,22,8,0,-122.392,37.792,1,1
VIOLENCE,22,8,0,-122.391,37.721,1,1
VIOLENCE,22,8,1,-122.446,37.769,1,1
VIOLENCE,22,8,1,-122.436,37.723,1,1
VIOLENCE,22,8,1,-122.433,37.721,1,1
VIOLENCE,22,8,1,-122.427,37.773,1,1
VIOLENCE,22,8,1,-122.424,37.764,1,1
VIOLENCE,22,8,1,-122.421,37.783,1,1
VIOLENCE,22,8,1,-122.419,37.747,1,1
VIOLENCE,22,8,1,-122.418,37.793,1,1
VIOLENCE,22,8,1,-122.417,37.767,1,1
VIOLENCE,22,8,1,-122.415,37.778,1,1
VIOLENCE,22,8,1,-122.414,37.748,1,1
VIOLENCE,22,8,1,-122.414,37.785,1,1
VIOLENCE,22,8,1,-122.413,37.759,1,1
VIOLENCE,22,8,1,-122.412,37.758,1,1
VIOLENCE,22,8,1,-122.412,37.783,1,1
VIOLENCE,22,8,1,-122.411,37.785,1,1
VIOLENCE,22,8,1,-122.41,37.79,1,1
VIOLENCE,22,8,1,-122.408,37.781,1,1
VIOLENCE,22,8,1,-122.408,37.784,1,1
VIOLENCE,22,8,1,-122.408,37.793,1,1
VIOLENCE,22,8,1,-122.407,37.759,1,1
VIOLENCE,22,8,1,-122.399,37.797,2,2
VIOLENCE,22,8,1,-122.395,37.761,1,1
VIOLENCE,22,8,1,-122.394,37.787,1,1
VIOLENCE,22,8,2,-122.49,37.734,1,1
VIOLENCE,22,8,2,-122.466,37.773,1,1
VIOLENCE,22,8,2,-122.459,37.787,1,1
VIOLENCE,22,8,2,-122.453,37.769,1,1
VIOLENCE,22,8,2,-122.447,37.721,1,1
VIOLENCE,22,8,2,-122.435,37.762,1,1
VIOLENCE,22,8,2,-122.422,37.762,1,1
VIOLENCE,22,8,2,-122.422,37.773,1,1
VIOLENCE,22,8,2,-122.421,37.794,1,1
VIOLENCE,22,8,2,-122.417,37.789,1,1
VIOLENCE,22,8,2,-122.416,37.768,1,1
VIOLENCE,22,8,2,-122.413,37.753,1,1
VIOLENCE,22,8,2,-122.413,37.781,1,1
VIOLENCE,22,8,2,-122.413,37.784,1,1
VIOLENCE,22,8,2,-122.412,37.782,1,1
VIOLENCE,22,8,2,-122.409,37.798,2,2
VIOLENCE,22,8,2,-122.407,37.756,1,1
VIOLENCE,22,8,2,-122.402,37.786,1,1
VIOLENCE,22,8,2,-122.397,37.736,1,1
VIOLENCE,22,8,2,-122.397,37.754,1,1
VIOLENCE,22,8,2,-122.392,37.736,1,1
VIOLENCE,22,9,0,-122.497,37.772,3,3
VIOLENCE,22,9,0,-122.492,37.777,2,2
VIOLENCE,22,9,0,-122.491,37.76,1,1
VIOLENCE,22,9,0,-122.482,37.777,1,1
VIOLENCE,22,9,0,-122.476,37.729,1,1
VIOLENCE,22,9,0,-122.476,37.754,1,1
VIOLENCE,22,9,0,-122.458,37.723,1,1
VIOLENCE,22,9,0,-122.45,37.717,2,2
VIOLENCE,22,9,0,-122.438,37.776,1,1
VIOLENCE,22,9,0,-122.433,37.727,1,1
VIOLENCE,22,9,0,-122.419,37.778,1,1
VIOLENCE,22,9,0,-122.418,37.77,1,1
VIOLENCE,22,9,0,-122.417,37.756,1,1
VIOLENCE,22,9,0,-122.416,37.784,1,1
VIOLENCE,22,9,0,-122.416,37.786,1,1
VIOLENCE,22,9,0,-122.409,37.781,1,1
VIOLENCE,22,9,0,-122.409,37.785,2,2
VIOLENCE,22,9,0,-122.408,37.785,1,1
VIOLENCE,22,9,0,-122.408,37.787,1,1
VIOLENCE,22,9,0,-122.407,37.785,2,2
VIOLENCE,22,9,0,-122.403,37.791,1,1
VIOLENCE,22,9,0,-122.397,37.768,1,1
VIOLENCE,22,9,0,-122.395,37.792,1,1
VIOLENCE,22,9,0,-122.393,37.777,1,1
VIOLENCE,22,9,1,-122.51,37.772,1,1
VIOLENCE,22,9,1,-122.466,37.737,1,1
VIOLENCE,22,9,1,-122.455,37.781,1,1
VIOLENCE,22,9,1,-122.436,37.782,1,1
VIOLENCE,22,9,1,-122.428,37.785,1,1
VIOLENCE,22,9,1,-122.422,37.729,1,1
VIOLENCE,22,9,1,-122.422,37.782,1,1
VIOLENCE,22,9,1,-122.421,37.753,3,3
VIOLENCE,22,9,1,-122.419,37.75,1,1
VIOLENCE,22,9,1,-122.418,37.754,2,2
VIOLENCE,22,9,1,-122.417,37.753,1,1
VIOLENCE,22,9,1,-122.417,37.76,1,1
VIOLENCE,22,9,1,-122.417,37.771,1,1
VIOLENCE,22,9,1,-122.416,37.734,1,1
VIOLENCE,22,9,1,-122.416,37.768,1,1
VIOLENCE,22,9,1,-122.415,37.783,1,1
VIOLENCE,22,9,1,-122.413,37.784,1,1
VIOLENCE,22,9,1,-122.412,37.781,2,2
VIOLENCE,22,9,1,-122.412,37.783,1,1
VIOLENCE,22,9,1,-122.411,37.768,1,1
VIOLENCE,22,9,1,-122.409,37.728,1,1
VIOLENCE,22,9,1,-122.408,37.784,1,1
VIOLENCE,22,9,1,-122.408,37.785,1,1
VIOLENCE,22,9,1,-122.407,37.785,1,1
VIOLENCE,22,9,1,-122.405,37.78,1,1
VIOLENCE,22,9,1,-122.403,37.775,3,3
VIOLENCE,22,9,1,-122.403,37.776,1,1
VIOLENCE,22,9,1,-122.398,37.797,1,1
VIOLENCE,22,9,1,-122.394,37.764,1,1
VIOLENCE,22,9,2,-122.493,37.741,2,2
VIOLENCE,22,9,2,-122.488,37.743,1,1
VIOLENCE,22,9,2,-122.477,37.716,1,1
VIOLENCE,22,9,2,-122.467,37.777,2,2
VIOLENCE,22,9,2,-122.462,37.725,1,1
VIOLENCE,22,9,2,-122.454,37.723,2,2
VIOLENCE,22,9,2,-122.435,37.762,1,1
VIOLENCE,22,9,2,-122.431,37.783,1,1
VIOLENCE,22,9,2,-122.422,37.737,3,3
VIOLENCE,22,9,2,-122.421,37.791,1,1
VIOLENCE,22,9,2,-122.42,37.786,1,1
VIOLENCE,22,9,2,-122.418,37.753,2,2
VIOLENCE,22,9,2,-122.416,37.756,1,1
VIOLENCE,22,9,2,-122.415,37.79,1,1
VIOLENCE,22,9,2,-122.412,37.791,1,1
VIOLENCE,22,9,2,-122.411,37.771,1,1
VIOLENCE,22,9,2,-122.411,37.779,1,1
VIOLENCE,22,9,2,-122.408,37.771,1,1
